table_name,project_id,dataset_id,table_id,purpose,key_columns,use_cases,notes,column_count,sample_columns,column_types,is_active,priority,last_updated,reviewed_by,sql_examples,business_context,data_quality_notes
fanbase-reporting.analytics_396059295.events_20250729,fanbase-reporting,analytics_396059295,events_20250729,This table stores events data related to user interactions with a specific platform or application.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement by tracking events such as clicks, views, purchases, etc., Calculating event values in USD to understand the monetary impact of user actions, Identifying user sessions and sequences of events through bundle sequence IDs and timestamps",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250730,fanbase-reporting,analytics_396059295,events_20250730,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250731,fanbase-reporting,analytics_396059295,events_20250731,"This table stores events data related to user interactions with a fanbase platform, including details such as event names, timestamps, user IDs, and event values.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement with the fanbase platform, Tracking event values in USD, Understanding user behavior and preferences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250801,fanbase-reporting,analytics_396059295,events_20250801,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250802,fanbase-reporting,analytics_396059295,events_20250802,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250803,fanbase-reporting,analytics_396059295,events_20250803,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis, Identifying users through user_id or user_pseudo_id for personalized insights",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250804,fanbase-reporting,analytics_396059295,events_20250804,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250805,fanbase-reporting,analytics_396059295,events_20250805,"This table stores events data related to user interactions with a fanbase platform, including event details and user identifiers.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event occurrences and timestamps, Calculating event values in USD to measure monetary impact, Identifying user interactions and behavior patterns using user identifiers",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250806,fanbase-reporting,analytics_396059295,events_20250806,This table stores events data related to user interactions within a fanbase platform for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to understand the monetary impact of user actions, Identifying user behavior patterns by analyzing event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250807,fanbase-reporting,analytics_396059295,events_20250807,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events recorded, Calculating the monetary value associated with specific events, Tracking the sequence of events within a bundle, Identifying users through user_id or user_pseudo_id",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250808,fanbase-reporting,analytics_396059295,events_20250808,This table stores events data related to user interactions within a fanbase reporting system.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to understand the financial impact of user actions, Identifying user behavior patterns by analyzing event sequences and timestamps",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250809,fanbase-reporting,analytics_396059295,events_20250809,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
